v8-version,10,1,124,8,-node.13,0
v8-platform,macos,macos
shared-library,/Users/bhouston/.nvm/versions/node/v18.0.0/bin/node,0x1028ec000,0x103bc546c,42893312
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x193add8f0,0x193ccc07c,325779456
shared-library,/usr/lib/libobjc.A.dylib,0x193709c00,0x19373e6b0,325779456
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x196bc46f0,0x196bf9fc0,325779456
shared-library,/usr/lib/liboah.dylib,0x19f069f28,0x19f06ee70,325779456
shared-library,/usr/lib/libfakelink.dylib,0x19f09d3dc,0x19f09eb80,325779456
shared-library,/usr/lib/libicucore.A.dylib,0x1965fa624,0x196848320,325779456
shared-library,/usr/lib/libSystem.B.dylib,0x19f09a4fc,0x19f09ab0c,325779456
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x19f09fbd4,0x19f09fe50,325779456
shared-library,/usr/lib/libc++abi.dylib,0x193a27820,0x193a3add8,325779456
shared-library,/usr/lib/libc++.1.dylib,0x1939c3a60,0x193a1b524,325779456
shared-library,/usr/lib/system/libcache.dylib,0x19f0946a4,0x19f097370,325779456
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x19f050980,0x19f05ba94,325779456
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x19f07a99c,0x19f07d864,325779456
shared-library,/usr/lib/system/libcopyfile.dylib,0x19f071828,0x19f078020,325779456
shared-library,/usr/lib/system/libcorecrypto.dylib,0x19383fc00,0x1938a929c,325779456
shared-library,/usr/lib/system/libdispatch.dylib,0x1938f4fd4,0x193931dd8,325779456
shared-library,/usr/lib/system/libdyld.dylib,0x193a85510,0x193aa64a8,325779456
shared-library,/usr/lib/system/libkeymgr.dylib,0x19f089764,0x19f089e50,325779456
shared-library,/usr/lib/system/libmacho.dylib,0x19f02b640,0x19f02f9bc,325779456
shared-library,/usr/lib/system/libquarantine.dylib,0x19e706c1c,0x19e708bb8,325779456
shared-library,/usr/lib/system/libremovefile.dylib,0x19f087448,0x19f088c40,325779456
shared-library,/usr/lib/system/libsystem_asl.dylib,0x1987143c4,0x198729000,325779456
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x1937da9a8,0x1937dd8d0,325779456
shared-library,/usr/lib/system/libsystem_c.dylib,0x19393f1a4,0x1939b7b20,325779456
shared-library,/usr/lib/system/libsystem_collections.dylib,0x19f07e878,0x19f082958,325779456
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x19dc3054c,0x19dc33700,325779456
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x19ccba3fc,0x19cce36a8,325779456
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x19ed3c0d4,0x19ed400d8,325779456
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x1968b1418,0x1968b8170,325779456
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x19f08ae2c,0x19f090f88,325779456
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x19393b9c8,0x19393da50,325779456
shared-library,/usr/lib/system/libsystem_info.dylib,0x193ab0cd0,0x193ad73d0,325779456
shared-library,/usr/lib/system/libsystem_m.dylib,0x19eff2080,0x19f019ec0,325779456
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x1938c82b4,0x1938ed140,325779456
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x198694aa4,0x1986a7af0,325779456
shared-library,/usr/lib/system/libsystem_notify.dylib,0x196d1b888,0x196d28bf0,325779456
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x19dc3548c,0x19dc39040,325779456
